"_id",trunkId,loadedFor,startIteration,wtCost,generation,endIteration,key,isLeaf,totalBranches,time,maxCost,costProb,maxTime,timeProb
60892b88a2b58403ecce3ff2,565,2,37,287,0,41,565-37,true,0,5,287,1,5,1
60892b88a2b58403ecce3ff3,2761,3,41,75,0,41,2761-41,true,0,1,75,1,1,1
60892b88a2b58403ecce3ff4,65,5,41,160,0,41,65-41,true,0,1,160,1,1,1
60892b88a2b58403ecce3ff5,1915,3,40,230,0,41,1915-40,true,0,2,230,1,2,1
60892b88a2b58403ecce3ff6,2188,4,40,165,0,41,2188-40,true,0,2,165,1,2,1
60892b88a2b58403ecce3ff7,2589,3,40,151,1,41,2589-40,true,0,2,395,0.7234432234432234,2,0.5
60892b88a2b58403ecce3ff8,79,2,41,89,0,41,79-41,true,0,1,89,1,1,1
60892b88a2b58403ecce3ff9,896,7,29,1241,0,42,896-29,false,0,14,1241,1,14,1
60892b88a2b58403ecce3ffa,421,2,25,5034,0,42,421-25,true,0,18,5034,1,18,1
60892b88a2b58403ecce3ffb,2106,4,29,3467,0,42,2106-29,false,0,14,3467,1,14,1
60892b88a2b58403ecce3ffc,165,6,33,503,0,42,165-33,true,0,10,503,1,10,1
60892b88a2b58403ecce3ffd,375,2,30,562,0,42,375-30,true,0,13,562,1,13,1
60892b88a2b58403ecce3ffe,1786,9,37,160,0,42,1786-37,true,0,6,160,1,6,1
60892b88a2b58403ecce3fff,2894,8,36,110,0,42,2894-36,true,0,7,110,1,7,1
60892b88a2b58403ecce4000,1272,7,40,376,1,42,1272-40,true,0,3,376,0.7203065134099617,3,0.75
60892b88a2b58403ecce4001,1026,6,40,102,0,42,1026-40,true,0,3,102,1,3,1
60892b88a2b58403ecce4002,1764,4,40,304,0,42,1764-40,true,0,3,304,1,3,1
60892b88a2b58403ecce4003,1963,4,39,147,0,42,1963-39,true,0,4,147,1,4,1
